x,y,z_train,z_result
1.6710855164206668,0.5570285054735556,0.2681726127606369,0.6837887589861713
1.6710855164206668,0.8355427582103334,0.8660254037844379,0.723259887474928
1.6710855164206668,1.1140570109471113,0.8459864259198417,0.7735402963853389
1.6710855164206668,1.3925712636838892,0.3781998581716415,0.8284657588262313
1.6710855164206668,1.6710855164206668,0.86602540378444,0.8771444331970285
1.6710855164206668,1.9495997691574447,0.8246750041091063,0.9149994500339695
1.6710855164206668,2.2281140218942226,0.15451879280783826,0.9423936571328743
1.6710855164206668,2.506628274631,0.3420201433256723,0.96144577178263
1.9495997691574447,0.0,0.6126005451932024,0.6377323146379976
1.9495997691574447,0.2785142527367778,0.7273736415730484,0.7011678991733529
1.9495997691574447,0.5570285054735556,0.9579895123154888,0.7417710023519271
1.9495997691574447,0.8355427582103334,0.8847617971766579,0.7751275369364989
1.9495997691574447,1.1140570109471113,2.4492935982947064e-16,0.8160030724913793
1.9495997691574447,1.3925712636838892,0.984807753012208,0.8611168375848436
1.9495997691574447,1.6710855164206668,0.03877537125681842,0.9011408298310774
1.9495997691574447,1.9495997691574447,0.9182161068802748,0.932028646341383
1.9495997691574447,2.2281140218942226,0.9182161068802736,0.9541700793303329
1.9495997691574447,2.506628274631,0.6126005451932021,0.9694434715920363
2.2281140218942226,0.0,0.9683899605278058,0.6945381860648493
2.2281140218942226,0.2785142527367778,0.9182161068802742,0.7546470175055223
2.2281140218942226,0.5570285054735556,0.6427876096865396,0.7922326535289204
2.2281140218942226,0.8355427582103334,0.07749242067192982,0.8200420028332196
2.2281140218942226,1.1140570109471113,0.9182161068802736,0.8523529040036968
2.2281140218942226,1.3925712636838892,0.5495089780708068,0.8885360845687397
2.2281140218942226,1.6710855164206668,0.9021674247810366,0.9209204130878168
2.2281140218942226,1.9495997691574447,4.898587196589413e-16,0.9458614257890243
2.2281140218942226,2.2281140218942226,0.7273736415730501,0.9636354804380709
2.2281140218942226,2.506628274631,0.9683899605278068,0.9758247439761036
2.506628274631,0.0,1.1331077795295961e-15,0.7456089213898793
2.506628274631,0.2785142527367778,0.1545187928078394,0.8008134270510487
2.506628274631,0.5570285054735556,0.5814920712880258,0.8348495924432318
2.506628274631,0.8355427582103334,0.9848077530122076,0.8578750558353826
2.506628274631,1.1140570109471113,0.6126005451932043,0.8828376224159385
2.506628274631,1.3925712636838892,0.6720078605555212,0.9112359781632936
2.506628274631,1.6710855164206668,0.6427876096865418,0.9370638848965318
2.506628274631,1.9495997691574447,0.9683899605278056,0.9570215979045743
2.506628274631,2.2281140218942226,0.48311259929663597,0.9712082834246707
2.506628274631,2.506628274631,4.2875017582889134e-15,0.9809004876053148
